person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_to_income_ratio
22.0,22000.0,OWN,1.0,DEBTCONSOLIDATION,D,8500,15.05,0,0.39,N,4,0.38634607517840097
24.0,23500.0,MORTGAGE,2.0,HOMEIMPROVEMENT,B,7000,10.38,0,0.3,N,4,0.29785966554614696
26.0,220836.0,MORTGAGE,10.0,PERSONAL,B,9000,11.26,0,0.04,N,2,0.040754040310274096
21.0,19200.0,OWN,0.0,MEDICAL,B,2400,9.91,0,0.13,N,4,0.12499348992239988
25.0,65000.0,RENT,4.0,HOMEIMPROVEMENT,C,15000,13.49,0,0.23,Y,3,0.23076568052799187
23.0,65000.0,MORTGAGE,7.0,EDUCATION,A,5500,7.88,0,0.08,N,2,0.08461408286026369
26.0,145000.0,RENT,1.0,DEBTCONSOLIDATION,B,10000,10.99,0,0.07,N,3,0.06896504162040262
22.0,78700.0,MORTGAGE,6.0,PERSONAL,A,7000,7.68,1,0.09,N,3,0.08894423196655697
23.0,21000.0,OWN,2.0,VENTURE,C,6000,15.27,0,0.29,N,2,0.2857006809199562
26.0,24000.0,RENT,5.0,MEDICAL,A,6000,6.62,0,0.25,N,2,0.24998958376734304
22.0,42000.0,RENT,0.0,PERSONAL,A,3600,7.37,0,0.09,N,3,0.08571224494654889
24.0,46704.0,RENT,2.0,PERSONAL,B,9000,11.49,0,0.19,N,3,0.19269885451236485
24.0,65000.0,MORTGAGE,3.0,EDUCATION,B,12000,9.91,0,0.18,N,4,0.1846125444223935
22.0,66000.0,RENT,6.0,PERSONAL,C,16800,13.49,0,0.25,Y,2,0.254541597854578
21.0,60000.0,MORTGAGE,2.0,VENTURE,B,6000,10.62,0,0.1,N,2,0.09999833336111065
25.0,30720.0,MORTGAGE,3.0,MEDICAL,B,2000,11.12,0,0.07,N,4,0.0651020474593926
23.0,80000.0,MORTGAGE,1.0,EDUCATION,C,12000,13.48,0,0.15,Y,4,0.1499981250234372
22.0,41000.0,OWN,0.0,PERSONAL,A,1000,6.99,0,0.02,N,2,0.024389649032950416
25.0,150000.0,RENT,2.0,HOMEIMPROVEMENT,A,8750,7.74,0,0.06,N,2,0.05833294444703702
23.0,122000.0,RENT,7.0,MEDICAL,C,14000,13.48,0,0.11,N,4,0.11475315776100196
22.0,27996.0,RENT,0.0,EDUCATION,D,2200,15.95,1,0.08,N,3,0.07857984784084009
22.0,30000.0,RENT,2.0,DEBTCONSOLIDATION,B,6000,12.42,0,0.2,N,4,0.19999333355554816
23.0,30000.0,RENT,3.0,PERSONAL,D,3000,15.2,0,0.1,Y,4,0.09999666677777408
21.0,40000.0,OWN,1.0,PERSONAL,C,15000,13.16,0,0.38,Y,4,0.37499062523436916
22.0,41500.0,RENT,6.0,PERSONAL,D,2500,15.62,0,0.06,N,2,0.06023951230090841
24.0,98000.0,OWN,8.0,VENTURE,A,12000,7.49,0,0.12,N,2,0.1224477301252028
26.0,42000.0,RENT,3.0,DEBTCONSOLIDATION,A,4500,7.66,0,0.11,N,2,0.10714030618318611
24.0,65000.0,MORTGAGE,7.0,VENTURE,A,1525,5.42,0,0.02,N,3,0.023461177520345843
21.0,45000.0,MORTGAGE,5.0,VENTURE,A,18000,7.88,0,0.4,N,2,0.39999111130863757
23.0,21000.0,OWN,7.0,EDUCATION,B,7500,12.69,0,0.36,N,2,0.3571258511499452
24.0,39000.0,RENT,2.0,DEBTCONSOLIDATION,E,16000,19.91,1,0.41,N,3,0.41024589113099663
24.0,70000.0,OWN,8.0,PERSONAL,B,24250,12.18,0,0.35,N,2,0.3464236225196783
25.0,95000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,B,18000,10.99,0,0.19,N,3,0.1894716897716866
26.0,51000.0,MORTGAGE,2.0,VENTURE,A,12000,6.17,0,0.24,N,4,0.23528950412737004
26.0,200000.0,MORTGAGE,4.0,MEDICAL,C,15000,14.79,0,0.07,N,4,0.07499962500187499
21.0,65496.0,MORTGAGE,3.0,DEBTCONSOLIDATION,B,13250,10.37,0,0.2,N,4,0.20229934195459334
24.0,34000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,B,10000,12.18,0,0.29,N,4,0.29410899679421193
22.0,43000.0,RENT,6.0,EDUCATION,B,13500,10.95,1,0.31,N,4,0.3139461872979698
23.0,44000.0,RENT,2.0,PERSONAL,C,6000,14.22,0,0.14,Y,3,0.1363605372605168
22.0,39000.0,RENT,4.0,EDUCATION,A,5000,6.99,0,0.13,N,2,0.12820184097843645
22.0,50004.0,RENT,5.0,EDUCATION,D,5300,14.42,0,0.11,N,2,0.10598940105989402
25.0,150000.0,MORTGAGE,9.0,HOMEIMPROVEMENT,B,20000,8.88,0,0.13,N,4,0.13333244445037032
25.0,80000.0,MORTGAGE,5.0,PERSONAL,A,18000,5.79,0,0.23,N,3,0.22499718753515582
21.0,25000.0,OWN,0.0,EDUCATION,B,8800,9.33,0,0.35,N,3,0.35198592056317746
22.0,120000.0,MORTGAGE,3.0,VENTURE,C,5000,14.79,0,0.04,Y,3,0.04166631944733794
22.0,50500.0,OWN,6.0,EDUCATION,B,6000,11.83,0,0.12,N,2,0.11880952852418764
22.0,49536.0,MORTGAGE,6.0,EDUCATION,A,5200,6.62,0,0.1,N,3,0.10497204110059148
24.0,39000.0,RENT,8.0,MEDICAL,D,1500,15.62,0,0.04,Y,3,0.03846055229353094
25.0,30000.0,RENT,4.0,EDUCATION,C,2000,14.22,0,0.07,N,2,0.06666444451851605
24.0,39000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,A,5600,5.42,0,0.14,N,4,0.14358606189584883
24.0,40000.0,MORTGAGE,2.0,VENTURE,B,2500,9.99,0,0.06,N,3,0.06249843753906152
22.0,60000.0,MORTGAGE,5.0,VENTURE,A,5600,7.49,0,0.09,N,4,0.09333177780370328
25.0,78000.0,MORTGAGE,9.0,EDUCATION,B,14200,11.48,0,0.18,N,3,0.18204894809040909
26.0,71004.0,RENT,0.0,DEBTCONSOLIDATION,D,20000,13.36,1,0.28,N,2,0.2816703049081051
24.0,130000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,B,25000,11.83,0,0.19,N,3,0.19230621302913053
24.0,87000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,B,25000,10.99,0,0.29,N,4,0.2873530189308169
25.0,90000.0,RENT,9.0,EDUCATION,B,10000,12.42,0,0.11,N,4,0.11110987655692714
23.0,30996.0,OWN,2.0,VENTURE,B,5000,11.86,0,0.16,N,4,0.16130593283220956
25.0,87000.0,MORTGAGE,4.0,VENTURE,B,13000,11.26,0,0.15,N,4,0.14942356984402477
25.0,32000.0,RENT,9.0,MEDICAL,E,15000,16.45,1,0.47,Y,2,0.46873535202024935
24.0,31000.0,RENT,2.0,EDUCATION,C,10000,14.65,1,0.32,Y,3,0.32257023966968806
25.0,48000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,B,4800,10.74,0,0.1,N,4,0.09999791671006854
25.0,60000.0,MORTGAGE,2.0,EDUCATION,B,12500,11.49,0,0.21,N,4,0.20832986116898053
23.0,20124.0,RENT,4.0,MEDICAL,C,5950,13.49,0,0.3,Y,3,0.2956521739130435
24.0,55000.0,MORTGAGE,8.0,HOMEIMPROVEMENT,A,5500,8.59,0,0.1,N,4,0.09999818185123907
26.0,165000.0,MORTGAGE,10.0,EDUCATION,C,20000,13.22,0,0.12,Y,2,0.12121138659765698
25.0,84000.0,RENT,0.0,PERSONAL,B,4500,12.18,0,0.05,N,2,0.05357079082391876
25.0,84000.0,MORTGAGE,8.0,MEDICAL,B,8500,11.83,0,0.1,N,4,0.101189271556291
24.0,33996.0,RENT,2.0,EDUCATION,D,5000,14.96,1,0.15,Y,4,0.14707180045298116
23.0,30000.0,RENT,6.0,DEBTCONSOLIDATION,A,4800,7.49,0,0.16,N,4,0.15999466684443853
22.0,38000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,A,8500,5.42,0,0.22,N,2,0.2236783242546249
21.0,28776.0,MORTGAGE,4.0,VENTURE,A,8000,8.9,0,0.28,N,2,0.27799979150015636
21.0,60000.0,RENT,3.0,EDUCATION,B,10000,12.18,0,0.17,N,2,0.1666638889351844
23.0,80500.0,RENT,5.0,VENTURE,B,7200,9.25,0,0.09,N,3,0.08943988273437598
25.0,58650.0,MORTGAGE,4.0,MEDICAL,D,20000,14.09,1,0.29,Y,4,0.34100015345006907
23.0,42000.0,OWN,7.0,EDUCATION,B,4400,11.89,0,0.1,N,4,0.10475941049022643
25.0,72000.0,RENT,4.0,DEBTCONSOLIDATION,A,17000,7.88,0,0.24,N,3,0.23610783183566894
22.0,23800.0,RENT,2.0,PERSONAL,A,8800,9.32,1,0.37,N,2,0.3697323641863787
23.0,32400.0,RENT,4.0,MEDICAL,A,4500,7.49,0,0.14,N,3,0.13888460232708866
24.0,60140.0,RENT,2.0,DEBTCONSOLIDATION,A,7000,8.59,0,0.12,N,4,0.11639314278113101
21.0,36000.0,RENT,3.0,MEDICAL,C,18500,10.91,1,0.51,N,2,0.513874614594039
23.0,50000.0,RENT,4.0,VENTURE,B,18225,10.74,1,0.36,N,3,0.3644927101457971
26.0,130000.0,RENT,0.0,HOMEIMPROVEMENT,C,4550,13.57,0,0.04,Y,4,0.03499973077130176
21.0,35000.0,OWN,2.0,EDUCATION,A,11000,7.88,0,0.31,N,3,0.31427673495043
23.0,70000.0,MORTGAGE,4.0,PERSONAL,C,6000,13.16,0,0.09,Y,4,0.08571306124198226
25.0,33772.0,RENT,3.0,VENTURE,D,3600,16.02,1,0.11,Y,3,0.10659402481272022
21.0,65000.0,RENT,0.0,VENTURE,B,12000,11.71,0,0.18,N,3,0.1846125444223935
25.0,55000.0,RENT,7.0,HOMEIMPROVEMENT,C,8500,14.22,0,0.15,Y,3,0.15454264467918766
22.0,43600.0,MORTGAGE,4.0,DEBTCONSOLIDATION,D,10000,14.96,1,0.23,N,2,0.2293525377858306
22.0,50004.0,MORTGAGE,0.0,EDUCATION,E,11000,15.68,0,0.22,Y,3,0.21997800219978003
25.0,48000.0,MORTGAGE,9.0,EDUCATION,C,7000,12.09,0,0.15,Y,2,0.1458302952021833
24.0,40000.0,RENT,6.0,EDUCATION,A,5000,6.17,0,0.13,N,2,0.12499687507812304
25.0,23198.0,RENT,2.0,VENTURE,A,6000,8.0,0,0.26,N,2,0.258631837579206
23.0,84000.0,RENT,0.0,EDUCATION,A,12500,6.54,0,0.15,N,4,0.14880775228866322
23.0,63000.0,MORTGAGE,7.0,EDUCATION,A,20000,7.9,0,0.32,N,3,0.31745527848764304
22.0,57996.0,MORTGAGE,2.0,VENTURE,B,2500,12.53,0,0.04,N,4,0.043105677879890336
20.0,188004.0,MORTGAGE,4.0,PERSONAL,A,2000,8.59,0,0.01,N,2,0.010638014946411
25.0,39000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,C,3000,13.99,0,0.08,N,2,0.07692110458706188
24.0,85000.0,MORTGAGE,4.0,DEBTCONSOLIDATION,B,7750,11.12,0,0.09,N,4,0.09117539793649486
26.0,125000.0,MORTGAGE,10.0,PERSONAL,A,10200,7.49,0,0.08,N,2,0.08159934720522236
24.0,54000.0,MORTGAGE,5.0,PERSONAL,A,11000,5.42,0,0.2,N,2,0.2036999314827503
23.0,55000.0,RENT,0.0,DEBTCONSOLIDATION,C,10200,12.73,0,0.19,N,2,0.1854511736150252
24.0,141000.0,OWN,8.0,EDUCATION,A,10000,7.49,0,0.07,N,2,0.07092148282636293
22.0,35100.0,RENT,0.0,EDUCATION,C,1000,13.98,0,0.03,Y,3,0.028489216831429305
24.0,20400.0,RENT,3.0,DEBTCONSOLIDATION,C,7550,14.79,1,0.37,Y,3,0.37007989804421354
22.0,37000.0,MORTGAGE,6.0,VENTURE,B,7500,10.95,0,0.2,N,3,0.20269722439934057
25.0,67000.0,RENT,3.0,MEDICAL,A,7000,8.94,0,0.1,N,2,0.10447605259622991
21.0,57000.0,OWN,5.0,VENTURE,B,8000,10.65,0,0.14,N,2,0.14034841494008876
22.0,51000.0,RENT,6.0,EDUCATION,A,7500,5.99,0,0.15,N,3,0.1470559400796063
23.0,140000.0,OWN,6.0,EDUCATION,C,16400,15.96,0,0.12,N,2,0.1171420204141399
25.0,60000.0,MORTGAGE,5.0,VENTURE,D,3000,14.59,0,0.05,Y,4,0.049999166680555325
25.0,69900.0,MORTGAGE,9.0,DEBTCONSOLIDATION,A,5050,5.42,0,0.07,N,3,0.07224503225991044
25.0,48000.0,RENT,3.0,MEDICAL,C,9000,13.79,0,0.19,Y,2,0.18749609383137852
25.0,70000.0,RENT,2.0,HOMEIMPROVEMENT,C,7000,13.79,0,0.1,Y,2,0.0999985714489793
26.0,81000.0,RENT,10.0,VENTURE,E,21000,16.95,1,0.26,N,2,0.2592560585671782
22.0,24000.0,RENT,0.0,PERSONAL,E,1500,18.79,1,0.06,Y,4,0.06249739594183576
22.0,90000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,A,16000,6.03,0,0.18,N,3,0.17777580249108343
25.0,42900.0,RENT,5.0,PERSONAL,A,12000,8.9,0,0.28,N,3,0.2797137595860236
23.0,65000.0,MORTGAGE,4.0,EDUCATION,D,13600,15.62,0,0.21,N,3,0.2092275503453793
24.0,62400.0,RENT,8.0,VENTURE,B,20000,11.12,1,0.32,N,2,0.32050768417172804
23.0,45000.0,RENT,0.0,EDUCATION,C,1775,12.72,0,0.04,N,2,0.03944356792071287
24.0,45000.0,MORTGAGE,2.0,HOMEIMPROVEMENT,B,9200,11.89,0,0.2,N,4,0.20443990133552586
23.0,130208.0,MORTGAGE,7.0,DEBTCONSOLIDATION,C,20000,12.73,0,0.15,N,3,0.15359921357202652
22.0,23587.0,RENT,4.0,HOMEIMPROVEMENT,B,2000,11.89,1,0.08,N,2,0.08478887569950823
22.0,69500.0,MORTGAGE,6.0,MEDICAL,C,6000,13.48,0,0.09,N,3,0.08632969309794104
24.0,42200.0,RENT,5.0,MEDICAL,A,4450,9.32,0,0.11,N,4,0.1054477382052558
25.0,41412.0,RENT,4.0,MEDICAL,B,7600,11.12,0,0.18,N,4,0.18351725303648614
25.0,45000.0,RENT,2.0,PERSONAL,C,11100,13.11,0,0.25,N,2,0.24666118530699319
24.0,42000.0,MORTGAGE,8.0,VENTURE,B,22250,11.11,0,0.53,N,2,0.5297492916835314
21.0,12000.0,OWN,0.0,EDUCATION,C,4200,13.48,1,0.35,N,4,0.34997083576368637
22.0,60000.0,MORTGAGE,1.0,PERSONAL,C,7500,11.66,0,0.13,N,4,0.12499791670138831
26.0,80004.0,MORTGAGE,7.0,PERSONAL,C,7500,15.23,1,0.09,N,4,0.09374414099118805
24.0,42000.0,MORTGAGE,5.0,PERSONAL,A,19200,7.9,0,0.46,N,4,0.45713197304826075
24.0,105804.0,MORTGAGE,8.0,EDUCATION,A,15000,7.49,0,0.14,N,2,0.14177023770143188
23.0,45000.0,RENT,2.0,PERSONAL,B,11200,10.59,0,0.25,N,4,0.2488833581475967
24.0,52800.0,RENT,8.0,PERSONAL,A,9000,7.49,0,0.17,N,4,0.17045131720990134
22.0,68000.0,MORTGAGE,6.0,EDUCATION,A,3500,6.39,0,0.05,N,4,0.051469831326009914
26.0,58000.0,MORTGAGE,2.0,MEDICAL,A,3000,6.92,0,0.05,N,2,0.05172324615092843
23.0,39600.0,MORTGAGE,8.0,MEDICAL,A,8250,9.32,0,0.21,N,3,0.20832807252342112
22.0,40000.0,RENT,2.0,DEBTCONSOLIDATION,B,7000,11.99,0,0.17,N,3,0.17499562510937228
24.0,72000.0,MORTGAGE,8.0,DEBTCONSOLIDATION,A,8000,7.88,0,0.11,N,3,0.11110956792266774
24.0,72000.0,RENT,4.0,EDUCATION,B,15000,10.99,0,0.21,N,2,0.20833043985500202
24.0,51000.0,MORTGAGE,4.0,EDUCATION,A,8500,8.94,0,0.17,N,4,0.16666339875688713
26.0,136000.0,RENT,2.0,HOMEIMPROVEMENT,C,12000,14.72,0,0.09,Y,3,0.0882346453334902
22.0,50000.0,RENT,6.0,EDUCATION,A,10000,7.88,0,0.2,N,4,0.1999960000799984
23.0,52360.0,MORTGAGE,4.0,PERSONAL,D,15000,16.49,0,0.29,Y,2,0.28647275644086245
23.0,60000.0,MORTGAGE,6.0,PERSONAL,A,7000,6.54,0,0.12,N,2,0.1166647222546291
25.0,50000.0,MORTGAGE,4.0,DEBTCONSOLIDATION,A,6000,6.76,0,0.12,N,2,0.11999760004799905
25.0,36000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,C,7000,12.73,0,0.19,N,4,0.19443904335990667
22.0,47800.0,MORTGAGE,5.0,PERSONAL,C,1500,13.43,0,0.03,Y,4,0.031380096650697686
25.0,61959.0,RENT,9.0,EDUCATION,C,25000,12.73,1,0.4,Y,4,0.4034861200774693
25.0,49000.0,RENT,2.0,EDUCATION,A,7750,9.63,0,0.16,N,2,0.15816003755025407
24.0,64000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,E,12000,17.56,1,0.19,Y,4,0.18749707035827565
21.0,59000.0,MORTGAGE,5.0,EDUCATION,B,5000,9.99,1,0.08,N,3,0.0847443263673497
21.0,24000.0,OWN,2.0,PERSONAL,B,7000,11.86,0,0.29,N,3,0.29165451439523354
26.0,64000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,D,8000,12.17,1,0.13,N,2,0.12499804690551711
26.0,90000.0,MORTGAGE,3.0,EDUCATION,C,3200,13.22,0,0.04,N,4,0.035555160498216686
22.0,54000.0,RENT,6.0,VENTURE,A,12000,8.49,0,0.22,N,4,0.22221810707209125
25.0,60000.0,RENT,0.0,DEBTCONSOLIDATION,B,7000,9.25,0,0.12,N,4,0.1166647222546291
26.0,170000.0,MORTGAGE,0.0,VENTURE,B,20000,10.37,0,0.12,N,4,0.11764636678607773
24.0,33600.0,MORTGAGE,3.0,PERSONAL,A,2500,8.9,0,0.07,N,3,0.07440254754322788
26.0,110000.0,MORTGAGE,1.0,EDUCATION,B,5000,12.69,0,0.05,N,3,0.045454132235161496
22.0,22800.0,MORTGAGE,0.0,EDUCATION,A,3000,8.94,0,0.13,N,4,0.13157317661506074
24.0,60000.0,MORTGAGE,5.0,VENTURE,A,14000,7.51,0,0.23,N,4,0.2333294445092582
23.0,40000.0,RENT,3.0,EDUCATION,B,8000,11.49,0,0.2,N,2,0.19999500012499688
22.0,34800.0,RENT,7.0,VENTURE,G,9600,19.16,1,0.28,Y,4,0.2758541421223528
22.0,30000.0,RENT,1.0,DEBTCONSOLIDATION,C,15000,15.27,1,0.5,N,4,0.4999833338888704
25.0,150000.0,MORTGAGE,9.0,HOMEIMPROVEMENT,B,25000,10.37,0,0.17,N,2,0.16666555556296292
21.0,30000.0,RENT,5.0,PERSONAL,B,10000,11.99,1,0.33,N,3,0.33332222259258026
23.0,86500.0,MORTGAGE,7.0,PERSONAL,A,14000,7.29,0,0.16,N,3,0.16184783990936522
23.0,62000.0,MORTGAGE,7.0,MEDICAL,B,6400,10.08,0,0.1,N,3,0.1032241415461041
23.0,40000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,B,2000,10.99,0,0.05,N,4,0.04999875003124922
23.0,160000.0,MORTGAGE,5.0,VENTURE,A,35000,7.66,0,0.22,N,3,0.21874863282104487
22.0,62900.0,MORTGAGE,1.0,MEDICAL,E,25000,14.38,1,0.34,N,2,0.3974499610499038
26.0,67000.0,MORTGAGE,10.0,HOMEIMPROVEMENT,B,10000,12.21,0,0.15,N,3,0.14925150370889986
22.0,38400.0,OWN,5.0,EDUCATION,C,10000,13.99,0,0.26,N,4,0.26040988515924063
23.0,58800.0,RENT,7.0,EDUCATION,B,3000,10.36,1,0.05,N,3,0.05101954048400537
22.0,100000.0,RENT,3.0,DEBTCONSOLIDATION,A,1200,8.59,0,0.01,N,4,0.011999880001199987
26.0,32000.0,RENT,1.0,VENTURE,C,7500,13.79,0,0.23,N,3,0.23436767601012468
23.0,84000.0,RENT,0.0,DEBTCONSOLIDATION,C,15000,11.34,0,0.18,Y,4,0.17856930274639587
23.0,85272.0,RENT,7.0,EDUCATION,B,5000,11.11,0,0.06,N,2,0.05863520692364523
23.0,28000.0,RENT,0.0,VENTURE,C,5000,11.78,0,0.18,N,3,0.1785650512481697
24.0,60000.0,OWN,9.0,HOMEIMPROVEMENT,B,15000,11.83,0,0.25,N,3,0.24999583340277662
24.0,33996.0,RENT,1.0,VENTURE,C,7000,13.16,1,0.21,N,4,0.2059005206341736
22.0,52000.0,MORTGAGE,6.0,PERSONAL,D,10000,13.87,1,0.19,Y,4,0.19230399415395857
23.0,13000.0,RENT,3.0,HOMEIMPROVEMENT,D,2800,15.21,1,0.22,N,2,0.21536804861164527
22.0,39900.0,RENT,4.0,EDUCATION,B,19000,12.18,1,0.48,N,2,0.4761785418911807
22.0,48500.0,RENT,1.0,VENTURE,B,20000,11.36,1,0.41,N,2,0.4123626316983155
24.0,27600.0,OWN,8.0,PERSONAL,A,7000,7.9,0,0.25,N,2,0.253613999492772
25.0,168000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,B,35000,10.65,0,0.21,N,4,0.20833209326134963
25.0,47000.0,OWN,9.0,VENTURE,A,4000,6.62,0,0.09,N,2,0.08510457224314376
21.0,26000.0,RENT,5.0,DEBTCONSOLIDATION,A,6000,7.49,0,0.23,N,2,0.23076035537094727
26.0,51996.0,MORTGAGE,2.0,DEBTCONSOLIDATION,E,6500,15.68,1,0.13,N,3,0.12500721195453585
23.0,29000.0,OWN,4.0,EDUCATION,F,10000,18.62,1,0.34,N,4,0.3448156960104824
22.0,107004.0,MORTGAGE,2.0,VENTURE,A,10000,7.29,0,0.09,N,4,0.09345357693565721
25.0,60000.0,MORTGAGE,1.0,VENTURE,A,5000,7.29,0,0.08,N,3,0.0833319444675922
23.0,58500.0,MORTGAGE,6.0,DEBTCONSOLIDATION,A,4000,8.0,0,0.07,N,3,0.06837489957436625
22.0,32000.0,RENT,1.0,EDUCATION,D,5400,16.29,1,0.17,Y,2,0.16874472672728977
23.0,114000.0,MORTGAGE,7.0,EDUCATION,C,8000,12.68,0,0.07,Y,3,0.07017482302786818
21.0,40000.0,MORTGAGE,5.0,PERSONAL,A,5000,6.62,0,0.13,N,2,0.12499687507812304
24.0,86000.0,MORTGAGE,0.0,PERSONAL,B,20000,10.99,1,0.23,N,3,0.23255543540191392
24.0,30000.0,RENT,2.0,VENTURE,A,3000,7.49,0,0.1,N,3,0.09999666677777408
24.0,40000.0,RENT,5.0,PERSONAL,B,10000,11.99,0,0.25,N,4,0.2499937501562461
25.0,38400.0,MORTGAGE,9.0,EDUCATION,B,12000,10.38,0,0.31,N,3,0.31249186219108877
26.0,37500.0,RENT,3.0,VENTURE,D,10000,14.91,0,0.27,Y,2,0.26665955574518013
23.0,75000.0,RENT,4.0,VENTURE,A,5000,7.49,0,0.07,N,4,0.06666577778962947
25.0,32500.0,MORTGAGE,3.0,EDUCATION,A,12500,7.9,0,0.38,N,2,0.3846035506599797
24.0,65000.0,MORTGAGE,8.0,EDUCATION,A,3300,7.51,0,0.05,N,2,0.050768449716158216
25.0,150000.0,MORTGAGE,9.0,VENTURE,A,8200,5.79,0,0.05,N,2,0.05466630222465184
21.0,60000.0,RENT,2.0,VENTURE,A,5000,8.49,0,0.08,N,2,0.0833319444675922
23.0,35000.0,MORTGAGE,7.0,VENTURE,A,2100,5.42,0,0.06,N,2,0.05999828576326391
24.0,60000.0,RENT,4.0,PERSONAL,B,12500,11.49,0,0.21,N,3,0.20832986116898053
26.0,88000.0,RENT,10.0,PERSONAL,B,10000,12.69,0,0.11,N,4,0.11363507232872354
23.0,45600.0,RENT,4.0,PERSONAL,C,5000,14.22,0,0.11,Y,4,0.10964671827372206
25.0,122000.0,MORTGAGE,9.0,PERSONAL,C,20000,13.23,0,0.16,N,4,0.1639330825157171
25.0,50000.0,OWN,9.0,PERSONAL,E,9175,19.42,0,0.18,N,4,0.18349633007339852
23.0,71000.0,RENT,7.0,PERSONAL,A,11300,7.49,0,0.16,N,3,0.15915268799031
24.0,24000.0,RENT,5.0,MEDICAL,C,5500,14.27,0,0.23,N,2,0.22915711845339778
23.0,65000.0,RENT,0.0,MEDICAL,A,6000,9.63,0,0.09,N,3,0.09230627221119675
26.0,85000.0,MORTGAGE,3.0,EDUCATION,D,10000,14.09,0,0.12,N,2,0.11764567475676757
23.0,34800.0,RENT,0.0,HOMEIMPROVEMENT,B,7000,11.99,1,0.2,N,3,0.2011436452975489
21.0,36000.0,MORTGAGE,5.0,MEDICAL,B,1000,12.42,0,0.03,N,2,0.027777006194272383
24.0,40000.0,RENT,1.0,VENTURE,B,3825,10.0,0,0.1,N,3,0.09562260943476412
25.0,40000.0,MORTGAGE,9.0,MEDICAL,C,3500,13.49,0,0.09,Y,3,0.08749781255468614
21.0,18000.0,RENT,2.0,HOMEIMPROVEMENT,C,5800,14.72,1,0.32,Y,2,0.32220432198211213
25.0,85000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,C,12000,14.65,0,0.14,N,2,0.14117480970812107
25.0,84000.0,RENT,1.0,VENTURE,E,8000,16.45,1,0.1,Y,4,0.09523696146474447
25.0,21500.0,RENT,2.0,MEDICAL,C,7500,11.34,1,0.35,Y,3,0.34882098507046183
23.0,58000.0,RENT,1.0,EDUCATION,B,12800,12.42,0,0.22,N,4,0.2206858502439613
23.0,28800.0,MORTGAGE,6.0,MEDICAL,B,5000,11.99,0,0.17,N,4,0.17360508315683484
22.0,30000.0,MORTGAGE,6.0,EDUCATION,D,6600,14.42,0,0.22,N,4,0.21999266691110297
23.0,78000.0,MORTGAGE,1.0,DEBTCONSOLIDATION,C,8000,12.87,1,0.1,Y,3,0.10256278765656851
22.0,137004.0,MORTGAGE,3.0,DEBTCONSOLIDATION,A,10000,5.79,0,0.07,N,4,0.07299003685996862
25.0,42000.0,RENT,3.0,EDUCATION,C,10000,13.8,1,0.24,N,2,0.23808956929596914
22.0,165000.0,MORTGAGE,5.0,VENTURE,D,24000,15.62,0,0.15,Y,2,0.1454536639171884
25.0,45000.0,RENT,0.0,EDUCATION,B,5000,10.74,0,0.11,N,4,0.1111086420301771
24.0,38400.0,RENT,4.0,VENTURE,A,4000,7.29,0,0.1,N,3,0.10416395406369626
26.0,40000.0,RENT,0.0,MEDICAL,C,1800,13.23,0,0.04,Y,2,0.044998875028124295
24.0,70000.0,OWN,4.0,EDUCATION,A,6000,5.42,0,0.09,N,2,0.08571306124198226
24.0,72000.0,MORTGAGE,8.0,EDUCATION,C,14000,14.65,1,0.19,N,4,0.19444174386466856
22.0,83000.0,OWN,6.0,EDUCATION,D,25000,15.95,0,0.3,N,2,0.30120119034710424
23.0,42000.0,RENT,7.0,DEBTCONSOLIDATION,B,15000,11.83,1,0.36,N,2,0.3571343539439537
26.0,60000.0,RENT,0.0,VENTURE,A,24000,7.9,1,0.4,N,2,0.3999933334444426
22.0,90000.0,MORTGAGE,6.0,MEDICAL,B,6400,9.88,0,0.07,N,3,0.07111032099643337
25.0,47000.0,RENT,1.0,VENTURE,A,8500,8.9,0,0.18,N,4,0.1808472160166805
23.0,29120.0,OWN,0.0,MEDICAL,A,6400,8.94,0,0.22,N,4,0.2197726726417362
25.0,79000.0,MORTGAGE,9.0,MEDICAL,A,10000,5.79,0,0.13,N,3,0.12658067619397223
22.0,69996.0,OWN,2.0,VENTURE,C,8000,12.84,0,0.11,N,3,0.11429061245481949
23.0,95000.0,MORTGAGE,7.0,EDUCATION,A,35000,7.9,0,0.37,N,2,0.3684171745560573
24.0,37000.0,RENT,3.0,VENTURE,B,5500,9.2,0,0.15,N,3,0.14864463122618307
